"Ukazatel","IndicatorType","Druh zeleniny","DRUHZEMPLOD4","Roky","CasR","Území","Uz02","Hodnota"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2020","2020","Středočeský kraj","CZ020","4.4428527888"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2020","2020","Jihočeský kraj","CZ031","3.7071428571"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2020","2020","Plzeňský kraj","CZ032","4.2279069767"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2020","2020","Karlovarský kraj","CZ041","3.7272727273"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2020","2020","Ústecký kraj","CZ042","3.6421866852"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2020","2020","Liberecký kraj","CZ051","3.9710144928"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2020","2020","Královéhradecký kraj","CZ052","3.8430599369"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2020","2020","Pardubický kraj","CZ053","3.7024593003"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2020","2020","Kraj Vysočina","CZ063","3.7407407407"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2020","2020","Jihomoravský kraj","CZ064","4.2003113091"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2020","2020","Olomoucký kraj","CZ071","3.548551093"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2020","2020","Zlínský kraj","CZ072","3.9984962406"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2020","2020","Moravskoslezský kraj","CZ080","4.3824640967"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2021","2021","Česko","CZ","4.3985797828"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2021","2021","Hlavní město Praha","CZ010","4.0769230769"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2021","2021","Středočeský kraj","CZ020","3.977822821"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2021","2021","Jihočeský kraj","CZ031","4.324929972"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2021","2021","Plzeňský kraj","CZ032","4.6666666667"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2021","2021","Karlovarský kraj","CZ041","4.9113924051"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2021","2021","Ústecký kraj","CZ042","4.2435169727"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2021","2021","Liberecký kraj","CZ051","3.691943128"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2021","2021","Královéhradecký kraj","CZ052","4.166552901"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2021","2021","Pardubický kraj","CZ053","4.1378006873"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2021","2021","Kraj Vysočina","CZ063","4.4727636182"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2021","2021","Jihomoravský kraj","CZ064","5.5332028309"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2021","2021","Olomoucký kraj","CZ071","4.0919719408"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2021","2021","Zlínský kraj","CZ072","3.9836065574"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2021","2021","Moravskoslezský kraj","CZ080","3.9833610649"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2022","2022","Česko","CZ","3.8036378364"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2022","2022","Hlavní město Praha","CZ010","4.5333333333"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2022","2022","Středočeský kraj","CZ020","4.3812597108"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2022","2022","Jihočeský kraj","CZ031","3.6710875332"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2022","2022","Plzeňský kraj","CZ032","3.4758064516"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2022","2022","Karlovarský kraj","CZ041","3.8823529412"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2022","2022","Ústecký kraj","CZ042","3.6064022269"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2022","2022","Liberecký kraj","CZ051","4.0646551724"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2022","2022","Královéhradecký kraj","CZ052","3.4398595259"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2022","2022","Pardubický kraj","CZ053","3.419375"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2022","2022","Kraj Vysočina","CZ063","3.5401785714"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2022","2022","Jihomoravský kraj","CZ064","3.3063063063"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2022","2022","Olomoucký kraj","CZ071","3.3233601841"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2022","2022","Zlínský kraj","CZ072","4.0914127424"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2022","2022","Moravskoslezský kraj","CZ080","4.6370875995"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2023","2023","Česko","CZ","4.1211984142"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2023","2023","Středočeský kraj","CZ020","4.4072"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2023","2023","Jihočeský kraj","CZ031","2.1317829457"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2023","2023","Plzeňský kraj","CZ032","3.7594501718"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2023","2023","Ústecký kraj","CZ042","3.8728278915"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2023","2023","Liberecký kraj","CZ051","2.0654008439"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2023","2023","Královéhradecký kraj","CZ052","3.0373525557"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2023","2023","Pardubický kraj","CZ053","2.6475869809"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2023","2023","Kraj Vysočina","CZ063","3.2348951911"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2023","2023","Jihomoravský kraj","CZ064","6.7162714636"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2023","2023","Olomoucký kraj","CZ071","2.6234326019"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2023","2023","Zlínský kraj","CZ072","2.002016129"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2023","2023","Moravskoslezský kraj","CZ080","3.285942492"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2024","2024","Česko","CZ","4.478180153"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2024","2024","Středočeský kraj","CZ020","3.3222350898"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2024","2024","Jihočeský kraj","CZ031","3.1473354232"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2024","2024","Plzeňský kraj","CZ032","4.5550458716"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2024","2024","Ústecký kraj","CZ042","3.2775295957"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2024","2024","Liberecký kraj","CZ051","1.3834951456"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2024","2024","Královéhradecký kraj","CZ052","2.8837772397"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2024","2024","Pardubický kraj","CZ053","3.3823682838"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2024","2024","Kraj Vysočina","CZ063","3.4182509506"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2024","2024","Jihomoravský kraj","CZ064","7.5763800905"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2024","2024","Olomoucký kraj","CZ071","3.1058729525"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2024","2024","Zlínský kraj","CZ072","3.5728744939"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2024","2024","Moravskoslezský kraj","CZ080","3.9796686747"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2025","2025","Česko","CZ","4.0399960884"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2025","2025","Středočeský kraj","CZ020","4.6783814058"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2025","2025","Jihočeský kraj","CZ031","4.5634218289"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2025","2025","Plzeňský kraj","CZ032","4.9153439153"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2025","2025","Ústecký kraj","CZ042","3.5313576844"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2025","2025","Liberecký kraj","CZ051","3.5856573705"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2025","2025","Královéhradecký kraj","CZ052","3.2793755136"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2025","2025","Pardubický kraj","CZ053","2.5214887018"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2025","2025","Kraj Vysočina","CZ063","2.8050266565"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2025","2025","Jihomoravský kraj","CZ064","5.1199088579"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2025","2025","Olomoucký kraj","CZ071","2.6829446064"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2025","2025","Zlínský kraj","CZ072","3.5886761032"
"Hektarový výnos (t/ha)","5908","      - Česnek","60105","2025","2025","Moravskoslezský kraj","CZ080","3.7696428571"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2009","2009","Česko","CZ","55.61"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2010","2010","Česko","CZ","66.92"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2011","2011","Česko","CZ","82.01"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2012","2012","Česko","CZ","163.88"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2013","2013","Česko","CZ","180.66"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2014","2014","Česko","CZ","231.75"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2014","2014","Hlavní město Praha","CZ010","0.41"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2014","2014","Středočeský kraj","CZ020","96"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2014","2014","Jihočeský kraj","CZ031","11.8"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2014","2014","Plzeňský kraj","CZ032","2.46"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2014","2014","Karlovarský kraj","CZ041","0.01"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2014","2014","Ústecký kraj","CZ042","24.75"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2014","2014","Liberecký kraj","CZ051","1"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2014","2014","Královéhradecký kraj","CZ052","10.24"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2014","2014","Pardubický kraj","CZ053","6.14"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2014","2014","Kraj Vysočina","CZ063","1.61"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2014","2014","Jihomoravský kraj","CZ064","54.31"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2014","2014","Olomoucký kraj","CZ071","11.15"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2014","2014","Zlínský kraj","CZ072","5.04"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2014","2014","Moravskoslezský kraj","CZ080","6.83"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2015","2015","Česko","CZ","236.22"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2015","2015","Hlavní město Praha","CZ010","0.13"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2015","2015","Středočeský kraj","CZ020","99.81"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2015","2015","Jihočeský kraj","CZ031","14.84"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2015","2015","Plzeňský kraj","CZ032","3.55"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2015","2015","Karlovarský kraj","CZ041","0.18"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2015","2015","Ústecký kraj","CZ042","29.12"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2015","2015","Liberecký kraj","CZ051","0.91"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2015","2015","Královéhradecký kraj","CZ052","6.29"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2015","2015","Pardubický kraj","CZ053","9.4"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2015","2015","Kraj Vysočina","CZ063","14.26"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2015","2015","Jihomoravský kraj","CZ064","33.87"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2015","2015","Olomoucký kraj","CZ071","10.35"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2015","2015","Zlínský kraj","CZ072","6.67"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2015","2015","Moravskoslezský kraj","CZ080","6.84"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2016","2016","Česko","CZ","233.08"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2016","2016","Hlavní město Praha","CZ010","0.15"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2016","2016","Středočeský kraj","CZ020","120.08"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2016","2016","Jihočeský kraj","CZ031","3.23"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2016","2016","Plzeňský kraj","CZ032","1.89"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2016","2016","Karlovarský kraj","CZ041","0.06"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2016","2016","Ústecký kraj","CZ042","27.37"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2016","2016","Liberecký kraj","CZ051","0.56"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2016","2016","Královéhradecký kraj","CZ052","5.42"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2016","2016","Pardubický kraj","CZ053","15.68"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2016","2016","Kraj Vysočina","CZ063","2.21"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2016","2016","Jihomoravský kraj","CZ064","30.16"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2016","2016","Olomoucký kraj","CZ071","16.38"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2016","2016","Zlínský kraj","CZ072","4.36"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2016","2016","Moravskoslezský kraj","CZ080","5.53"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2017","2017","Česko","CZ","328.71"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2017","2017","Hlavní město Praha","CZ010","0.07"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2017","2017","Středočeský kraj","CZ020","114.35"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2017","2017","Jihočeský kraj","CZ031","2.8"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2017","2017","Plzeňský kraj","CZ032","3.12"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2017","2017","Karlovarský kraj","CZ041","0.07"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2017","2017","Ústecký kraj","CZ042","65.74"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2017","2017","Liberecký kraj","CZ051","0.49"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2017","2017","Královéhradecký kraj","CZ052","7.39"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2017","2017","Pardubický kraj","CZ053","19.79"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2017","2017","Kraj Vysočina","CZ063","5.85"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2017","2017","Jihomoravský kraj","CZ064","78.06"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2017","2017","Olomoucký kraj","CZ071","18.78"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2017","2017","Zlínský kraj","CZ072","5.01"
"Osevní plocha k 31. květnu (ha)","5900C315Z","      - Česnek","60105","2017","2017","Moravskoslezský kraj","CZ080","7.19"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2018","2018","Česko","CZ","387.21"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2018","2018","Hlavní město Praha","CZ010","0.13"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2018","2018","Středočeský kraj","CZ020","115.67"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2018","2018","Jihočeský kraj","CZ031","6.94"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2018","2018","Plzeňský kraj","CZ032","5.19"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2018","2018","Karlovarský kraj","CZ041","0.56"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2018","2018","Ústecký kraj","CZ042","65.16"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2018","2018","Liberecký kraj","CZ051","3.26"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2018","2018","Královéhradecký kraj","CZ052","7.31"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2018","2018","Pardubický kraj","CZ053","22.05"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2018","2018","Kraj Vysočina","CZ063","60.81"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2018","2018","Jihomoravský kraj","CZ064","65.89"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2018","2018","Olomoucký kraj","CZ071","20.02"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2018","2018","Zlínský kraj","CZ072","5.93"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2018","2018","Moravskoslezský kraj","CZ080","8.29"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2019","2019","Česko","CZ","357.68"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2019","2019","Hlavní město Praha","CZ010","0.22"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2019","2019","Středočeský kraj","CZ020","119.46"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2019","2019","Jihočeský kraj","CZ031","2.4"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2019","2019","Plzeňský kraj","CZ032","2"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2019","2019","Karlovarský kraj","CZ041","0.07"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2019","2019","Ústecký kraj","CZ042","83.15"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2019","2019","Liberecký kraj","CZ051","2.37"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2019","2019","Královéhradecký kraj","CZ052","11.05"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2019","2019","Pardubický kraj","CZ053","25.8"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2019","2019","Kraj Vysočina","CZ063","6.75"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2019","2019","Jihomoravský kraj","CZ064","64.56"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2019","2019","Olomoucký kraj","CZ071","25.63"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2019","2019","Zlínský kraj","CZ072","7.07"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2019","2019","Moravskoslezský kraj","CZ080","7.15"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2020","2020","Česko","CZ","499.88"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2020","2020","Hlavní město Praha","CZ010","0.2"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2020","2020","Středočeský kraj","CZ020","98.43"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2020","2020","Jihočeský kraj","CZ031","4.2"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2020","2020","Plzeňský kraj","CZ032","2.15"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2020","2020","Karlovarský kraj","CZ041","0.22"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2020","2020","Ústecký kraj","CZ042","115.06"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2020","2020","Liberecký kraj","CZ051","2.76"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2020","2020","Královéhradecký kraj","CZ052","12.68"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2020","2020","Pardubický kraj","CZ053","28.87"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2020","2020","Kraj Vysočina","CZ063","9.45"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2020","2020","Jihomoravský kraj","CZ064","186.31"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2020","2020","Olomoucký kraj","CZ071","19.67"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2020","2020","Zlínský kraj","CZ072","6.65"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2020","2020","Moravskoslezský kraj","CZ080","13.23"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2021","2021","Česko","CZ","359.1"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2021","2021","Hlavní město Praha","CZ010","0.65"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2021","2021","Středočeský kraj","CZ020","83.87"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2021","2021","Jihočeský kraj","CZ031","3.57"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2021","2021","Plzeňský kraj","CZ032","3.09"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2021","2021","Karlovarský kraj","CZ041","0.79"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2021","2021","Ústecký kraj","CZ042","89.85"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2021","2021","Liberecký kraj","CZ051","2.11"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2021","2021","Královéhradecký kraj","CZ052","14.65"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2021","2021","Pardubický kraj","CZ053","29.1"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2021","2021","Kraj Vysočina","CZ063","20.01"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2021","2021","Jihomoravský kraj","CZ064","66.41"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2021","2021","Olomoucký kraj","CZ071","25.66"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2021","2021","Zlínský kraj","CZ072","7.32"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2021","2021","Moravskoslezský kraj","CZ080","12.02"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2022","2022","Česko","CZ","271.59"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2022","2022","Hlavní město Praha","CZ010","0.15"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2022","2022","Středočeský kraj","CZ020","83.67"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2022","2022","Jihočeský kraj","CZ031","3.77"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2022","2022","Plzeňský kraj","CZ032","2.48"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2022","2022","Karlovarský kraj","CZ041","0.17"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2022","2022","Ústecký kraj","CZ042","71.85"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2022","2022","Liberecký kraj","CZ051","2.32"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2022","2022","Královéhradecký kraj","CZ052","11.39"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2022","2022","Pardubický kraj","CZ053","16"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2022","2022","Kraj Vysočina","CZ063","6.72"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2022","2022","Jihomoravský kraj","CZ064","43.29"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2022","2022","Olomoucký kraj","CZ071","17.38"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2022","2022","Zlínský kraj","CZ072","3.61"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2022","2022","Moravskoslezský kraj","CZ080","8.79"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2023","2023","Česko","CZ","375.83"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2023","2023","Hlavní město Praha","CZ010","0"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2023","2023","Středočeský kraj","CZ020","100"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2023","2023","Jihočeský kraj","CZ031","3.87"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2023","2023","Plzeňský kraj","CZ032","2.91"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2023","2023","Ústecký kraj","CZ042","90.35"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2023","2023","Liberecký kraj","CZ051","4.74"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2023","2023","Královéhradecký kraj","CZ052","15.26"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2023","2023","Pardubický kraj","CZ053","26.73"
"Sklizňová plocha k 31. prosinci (ha)","5909","      - Česnek","60105","2023","2023","Kraj Vysočina","CZ063","16.22"
