"Ukazatel","IndicatorType","Druh zeleniny","DRUHZEMPLOD4","Roky","CasR","Území","Uz02","Hodnota"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2009","2009","Česko","CZ","177227.41"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2010","2010","Česko","CZ","148753.46"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2011","2011","Česko","CZ","207402.47"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2012","2012","Česko","CZ","169442.49"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2013","2013","Česko","CZ","176950.44"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2014","2014","Česko","CZ","221575.15"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2014","2014","Hlavní město Praha","CZ010","20.9"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2014","2014","Středočeský kraj","CZ020","70717.57"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2014","2014","Jihočeský kraj","CZ031","3188.45"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2014","2014","Plzeňský kraj","CZ032","1882.91"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2014","2014","Karlovarský kraj","CZ041","23.6"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2014","2014","Ústecký kraj","CZ042","38027.15"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2014","2014","Liberecký kraj","CZ051","241.3"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2014","2014","Královéhradecký kraj","CZ052","30452.45"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2014","2014","Pardubický kraj","CZ053","2647.51"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2014","2014","Kraj Vysočina","CZ063","664.1"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2014","2014","Jihomoravský kraj","CZ064","46496.5"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2014","2014","Olomoucký kraj","CZ071","8599.96"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2014","2014","Zlínský kraj","CZ072","4669.65"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2014","2014","Moravskoslezský kraj","CZ080","13943.1"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2015","2015","Česko","CZ","183603.42"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2015","2015","Hlavní město Praha","CZ010","24.68"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2015","2015","Středočeský kraj","CZ020","63860.85"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2015","2015","Jihočeský kraj","CZ031","3487.31"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2015","2015","Plzeňský kraj","CZ032","1013.16"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2015","2015","Karlovarský kraj","CZ041","11.37"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2015","2015","Ústecký kraj","CZ042","33589.65"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2015","2015","Liberecký kraj","CZ051","247.31"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2015","2015","Královéhradecký kraj","CZ052","24204.31"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2015","2015","Pardubický kraj","CZ053","2130.59"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2015","2015","Kraj Vysočina","CZ063","295.3"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2015","2015","Jihomoravský kraj","CZ064","39369.6"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2015","2015","Olomoucký kraj","CZ071","6679.05"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2015","2015","Zlínský kraj","CZ072","2593.26"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2015","2015","Moravskoslezský kraj","CZ080","6096.98"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2016","2016","Česko","CZ","227906.9"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2016","2016","Hlavní město Praha","CZ010","20.37"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2016","2016","Středočeský kraj","CZ020","83524.98"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2016","2016","Jihočeský kraj","CZ031","2773.95"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2016","2016","Plzeňský kraj","CZ032","1445.16"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2016","2016","Karlovarský kraj","CZ041","9.78"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2016","2016","Ústecký kraj","CZ042","33270.78"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2016","2016","Liberecký kraj","CZ051","247.11"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2016","2016","Královéhradecký kraj","CZ052","25652.15"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2016","2016","Pardubický kraj","CZ053","2052.07"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2016","2016","Kraj Vysočina","CZ063","373.12"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2016","2016","Jihomoravský kraj","CZ064","57337.07"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2016","2016","Olomoucký kraj","CZ071","5993.33"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2016","2016","Zlínský kraj","CZ072","4307.3"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2016","2016","Moravskoslezský kraj","CZ080","10899.73"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2017","2017","Česko","CZ","241692.08"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2017","2017","Hlavní město Praha","CZ010","23.05"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2017","2017","Středočeský kraj","CZ020","99875.78"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2017","2017","Jihočeský kraj","CZ031","2204.18"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2017","2017","Plzeňský kraj","CZ032","2249.94"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2017","2017","Karlovarský kraj","CZ041","75.14"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2017","2017","Ústecký kraj","CZ042","33287.43"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2017","2017","Liberecký kraj","CZ051","373.06"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2017","2017","Královéhradecký kraj","CZ052","27042.72"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2017","2017","Pardubický kraj","CZ053","2200.17"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2017","2017","Kraj Vysočina","CZ063","486.83"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2017","2017","Jihomoravský kraj","CZ064","55193.95"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2017","2017","Olomoucký kraj","CZ071","6996.24"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2017","2017","Zlínský kraj","CZ072","3461.12"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2017","2017","Moravskoslezský kraj","CZ080","8222.47"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2018","2018","Česko","CZ","198862.92"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2018","2018","Hlavní město Praha","CZ010","32.36"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2018","2018","Středočeský kraj","CZ020","73869.36"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2018","2018","Jihočeský kraj","CZ031","1994.21"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2018","2018","Plzeňský kraj","CZ032","1287.83"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2018","2018","Karlovarský kraj","CZ041","765.55"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2018","2018","Ústecký kraj","CZ042","24174.53"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2018","2018","Liberecký kraj","CZ051","446.18"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2018","2018","Královéhradecký kraj","CZ052","21518.11"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2018","2018","Pardubický kraj","CZ053","2174.6"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2018","2018","Kraj Vysočina","CZ063","540.64"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2018","2018","Jihomoravský kraj","CZ064","56445.61"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2018","2018","Olomoucký kraj","CZ071","6764.7"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2018","2018","Zlínský kraj","CZ072","2947"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2018","2018","Moravskoslezský kraj","CZ080","5902.24"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2019","2019","Česko","CZ","226340.73"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2019","2019","Hlavní město Praha","CZ010","7.4"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2019","2019","Středočeský kraj","CZ020","87516.48"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2019","2019","Jihočeský kraj","CZ031","1982.35"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2019","2019","Plzeňský kraj","CZ032","1080.04"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2019","2019","Karlovarský kraj","CZ041","17.04"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2019","2019","Ústecký kraj","CZ042","26536.62"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2019","2019","Liberecký kraj","CZ051","218.61"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2019","2019","Královéhradecký kraj","CZ052","26404.66"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2019","2019","Pardubický kraj","CZ053","2738.64"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2019","2019","Kraj Vysočina","CZ063","632.51"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2019","2019","Jihomoravský kraj","CZ064","61117.13"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2019","2019","Olomoucký kraj","CZ071","7954.07"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2019","2019","Zlínský kraj","CZ072","4364.82"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2019","2019","Moravskoslezský kraj","CZ080","5770.36"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2020","2020","Česko","CZ","252481.32"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2020","2020","Hlavní město Praha","CZ010","20.89"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2020","2020","Středočeský kraj","CZ020","99894.69"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2020","2020","Jihočeský kraj","CZ031","2176.4"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2020","2020","Plzeňský kraj","CZ032","2928.37"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2020","2020","Karlovarský kraj","CZ041","22.2"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2020","2020","Ústecký kraj","CZ042","26799.57"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2020","2020","Liberecký kraj","CZ051","183.53"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2020","2020","Královéhradecký kraj","CZ052","37120.97"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2020","2020","Pardubický kraj","CZ053","3165.1"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2020","2020","Kraj Vysočina","CZ063","902.78"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2020","2020","Jihomoravský kraj","CZ064","57414.83"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2020","2020","Olomoucký kraj","CZ071","8802.01"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2020","2020","Zlínský kraj","CZ072","5401.07"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2020","2020","Moravskoslezský kraj","CZ080","7648.91"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2021","2021","Česko","CZ","275317.53"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2021","2021","Hlavní město Praha","CZ010","17.8"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2021","2021","Středočeský kraj","CZ020","111093.4"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2021","2021","Jihočeský kraj","CZ031","2528.5"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2021","2021","Plzeňský kraj","CZ032","1974.02"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2021","2021","Karlovarský kraj","CZ041","744.12"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2021","2021","Ústecký kraj","CZ042","34531.65"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2021","2021","Liberecký kraj","CZ051","119.25"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2021","2021","Královéhradecký kraj","CZ052","34573.61"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2021","2021","Pardubický kraj","CZ053","3607.11"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2021","2021","Kraj Vysočina","CZ063","2222.6"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2021","2021","Jihomoravský kraj","CZ064","63230.64"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2021","2021","Olomoucký kraj","CZ071","8967.66"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2021","2021","Zlínský kraj","CZ072","5334.39"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2021","2021","Moravskoslezský kraj","CZ080","6372.78"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2022","2022","Česko","CZ","246247.09"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2022","2022","Hlavní město Praha","CZ010","602.63"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2022","2022","Středočeský kraj","CZ020","92710.47"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2022","2022","Jihočeský kraj","CZ031","1760.75"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2022","2022","Plzeňský kraj","CZ032","1131.02"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2022","2022","Karlovarský kraj","CZ041","5.14"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2022","2022","Ústecký kraj","CZ042","34072.67"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2022","2022","Liberecký kraj","CZ051","378.57"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2022","2022","Královéhradecký kraj","CZ052","31543.36"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2022","2022","Pardubický kraj","CZ053","3877.22"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2022","2022","Kraj Vysočina","CZ063","1675.02"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2022","2022","Jihomoravský kraj","CZ064","56416.24"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2022","2022","Olomoucký kraj","CZ071","9377.55"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2022","2022","Zlínský kraj","CZ072","5587.6"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2022","2022","Moravskoslezský kraj","CZ080","7108.85"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2023","2023","Česko","CZ","284169.54"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2023","2023","Středočeský kraj","CZ020","116075.76"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2023","2023","Jihočeský kraj","CZ031","1974.36"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2023","2023","Plzeňský kraj","CZ032","1545.99"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2023","2023","Ústecký kraj","CZ042","34808.34"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2023","2023","Liberecký kraj","CZ051","367.43"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2023","2023","Královéhradecký kraj","CZ052","30795.4"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2023","2023","Pardubický kraj","CZ053","4132.63"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2023","2023","Kraj Vysočina","CZ063","1640.29"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2023","2023","Jihomoravský kraj","CZ064","69258.09"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2023","2023","Olomoucký kraj","CZ071","7230.17"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2023","2023","Zlínský kraj","CZ072","9020.01"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2023","2023","Moravskoslezský kraj","CZ080","7299.49"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2024","2024","Česko","CZ","257903.52"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2024","2024","Středočeský kraj","CZ020","106048.4"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2024","2024","Jihočeský kraj","CZ031","1384.5"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2024","2024","Plzeňský kraj","CZ032","1804.12"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2024","2024","Ústecký kraj","CZ042","36563.63"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2024","2024","Liberecký kraj","CZ051","232.79"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2024","2024","Královéhradecký kraj","CZ052","29221.42"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2024","2024","Pardubický kraj","CZ053","3471.16"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2024","2024","Kraj Vysočina","CZ063","1797.74"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2024","2024","Jihomoravský kraj","CZ064","55598.79"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2024","2024","Olomoucký kraj","CZ071","7857.06"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2024","2024","Zlínský kraj","CZ072","6896.49"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2024","2024","Moravskoslezský kraj","CZ080","7020.12"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2025","2025","Česko","CZ","306618.73"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2025","2025","Hlavní město Praha","CZ010","9.88"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2025","2025","Středočeský kraj","CZ020","119640.43"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2025","2025","Jihočeský kraj","CZ031","2063.7"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2025","2025","Plzeňský kraj","CZ032","1690.2"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2025","2025","Karlovarský kraj","CZ041","27.77"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2025","2025","Ústecký kraj","CZ042","41835.72"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2025","2025","Liberecký kraj","CZ051","267.02"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2025","2025","Královéhradecký kraj","CZ052","39019.84"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2025","2025","Pardubický kraj","CZ053","6380.85"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2025","2025","Kraj Vysočina","CZ063","1519.63"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2025","2025","Jihomoravský kraj","CZ064","67896.64"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2025","2025","Olomoucký kraj","CZ071","10652.87"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2025","2025","Zlínský kraj","CZ072","7132.74"
"Sklizeň zemědělských plodin (t)","5906","Zelenina konzumní","612","2025","2025","Moravskoslezský kraj","CZ080","8481.44"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2009","2009","Česko","CZ","8837.81"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2010","2010","Česko","CZ","8582.67"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2011","2011","Česko","CZ","9590.53"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2012","2012","Česko","CZ","8340.31"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2013","2013","Česko","CZ","8557.41"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2014","2014","Česko","CZ","9210.86"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2014","2014","Hlavní město Praha","CZ010","1.35"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2014","2014","Středočeský kraj","CZ020","3645.99"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2014","2014","Jihočeský kraj","CZ031","134.65"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2014","2014","Plzeňský kraj","CZ032","113.23"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2014","2014","Karlovarský kraj","CZ041","2.05"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2014","2014","Ústecký kraj","CZ042","1108.37"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2014","2014","Liberecký kraj","CZ051","10.78"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2014","2014","Královéhradecký kraj","CZ052","836.52"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2014","2014","Pardubický kraj","CZ053","115.82"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2014","2014","Kraj Vysočina","CZ063","58.78"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2014","2014","Jihomoravský kraj","CZ064","2123.14"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2014","2014","Olomoucký kraj","CZ071","487.02"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2014","2014","Zlínský kraj","CZ072","283.72"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2014","2014","Moravskoslezský kraj","CZ080","289.44"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2015","2015","Česko","CZ","9191.88"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2015","2015","Hlavní město Praha","CZ010","1.23"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2015","2015","Středočeský kraj","CZ020","3596.97"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2015","2015","Jihočeský kraj","CZ031","127.5"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2015","2015","Plzeňský kraj","CZ032","51.9"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2015","2015","Karlovarský kraj","CZ041","1.11"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2015","2015","Ústecký kraj","CZ042","1082.48"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2015","2015","Liberecký kraj","CZ051","11.94"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2015","2015","Královéhradecký kraj","CZ052","891.12"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2015","2015","Pardubický kraj","CZ053","107.27"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2015","2015","Kraj Vysočina","CZ063","52.97"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2015","2015","Jihomoravský kraj","CZ064","2279.49"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2015","2015","Olomoucký kraj","CZ071","490.3"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2015","2015","Zlínský kraj","CZ072","225.75"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2015","2015","Moravskoslezský kraj","CZ080","271.85"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2016","2016","Česko","CZ","10201.58"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2016","2016","Hlavní město Praha","CZ010","3.3"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2016","2016","Středočeský kraj","CZ020","3977.37"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2016","2016","Jihočeský kraj","CZ031","125.01"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2016","2016","Plzeňský kraj","CZ032","69.72"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2016","2016","Karlovarský kraj","CZ041","1.65"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2016","2016","Ústecký kraj","CZ042","1393.65"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2016","2016","Liberecký kraj","CZ051","13.65"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2016","2016","Královéhradecký kraj","CZ052","861.49"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2016","2016","Pardubický kraj","CZ053","107.63"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2016","2016","Kraj Vysočina","CZ063","48.46"
"Osevní plocha k 31. květnu (ha)","5900C315Z","Zelenina konzumní","612","2016","2016","Jihomoravský kraj","CZ064","2589.56"
